DSO,Rank,Month
100061220170001587,1000,202605
100063795170000992,6,202607
100063982170001730,6,
100067969170001004,6,
100068000170000213,1,
100063663170000845,2000,202601
100060934170000801,9,202604
100064245170000367,1,
100006790170000510,1,
100060512170002752,8,
100060643170001228,1000,
100061489170004024,41,
100063686170002625,3,
100063686170002633,2,
100063982170001728,8,
100064117170001707,12,202606
100064206170000941,8,202602
100064207170000924,7,
100068003170000164,1,
100060512170002749,1000,202603
100062954170000888,1,202607
100063799170000635,2,
100064106170002689,22,
100064200170000921,3000,202510
100064240170000390,1,
100064242170000168,1,
100067978170000277,15,
100068003170000161,6,202609
100006740170001478,1,
100059896170000850,2,
100061819170000603,3,
100063843170000850,6,
100064117170001705,3,
100064241170000695,14,
100067978170000276,1000,
100068126170000090,5,
100006391170000383,3000,202510
100064204170000548,13,202602
100007002170000419,2,202607
100060639170002704,7,
100061115170002217,17,202609
100061961170001040,2,
100064108170000824,10,
100059896170000849,1,
100061115170002216,4,
100063742170000519,4,
100063976170004663,19,
100063976170004671,12,
100064200170000914,7,202605
100069978170000336,5,
100065284170000829,1,
100006480170001636,12,202601
100060632170000940,7000,202509
100061220170001575,20,202609
100061489170004018,5,
100067996170000707,2,
100069977170001397,1000,
100060512170002741,11,
100061115170002203,3000,202602
100063685170001804,2,
100063750170000661,2,
100064106170002664,35,
100064106170002672,16,
100064106170002680,4,
100064117170001700,17,202605
100064219170001401,20,
100064241170000691,17,
100068125170000226,2,
100006095170001185,3000,202512
100059895170001445,22,
100060610170001465,13,202606
100061220170001568,11,
100063707170001663,17,202606
100063982170001723,1000,
100064217170001103,2000,202510
100068005170001579,10,
100070657170000744,3,
100006740170001472,1,202605
100060610170001464,1000,202510
100061220170001566,12,
100063734170001991,14,202609
100065284170000828,2,
100067996170000705,12,
100069960170000852,4,202609
100006810170000804,4000,202510
100060512170002735,17,
100059279170000395,6,202609
100064244170000351,1,202512
100060697170000914,4,
100061489170004007,51,
100063686170002605,6,
100063686170002613,1,
100063976170004608,44,
100063976170004616,35,
100063976170004624,25,
100063976170004632,52,
100063976170004640,68,
100063976170004648,59,
100063976170004656,51,
100064125170001472,20,202605
100068125170000202,2000,202511
100068125170000210,4,
100069967170001353,12,202605
100006740170001468,3,
100059895170001431,9,
100061220170001564,28,202606
100063686170002600,22,
100063976170004595,85,
100063976170004603,78,
100063982170001721,3,
100064012170001294,11,202608
100068005170001575,14,
100006485170001345,1,
100006870170000936,6,202602
100059887170000072,4,
100060512170002733,12,
100063663170000840,3,
100063734170001987,20,202605
100006740170001463,4,
100061489170003970,71,
100061489170003978,58,
100061489170003986,7,
100065284170000827,3,202609
100069964170000966,4000,202601
100059887170000068,7,202606
100059896170000843,13,202609
100060579170000889,4,202609
100061489170003996,20,
100063685170001797,6,
100063799170000629,7,202607
100064108170000815,4,
100070657170000739,5,202609
100064106170002652,42,
100006870170000924,12,202601
100063686170002595,26,
100064219170001385,11,
100064219170001393,29,
100069969170000738,2,
100069969170000747,4,
100069969170000730,15,
100006730170001106,1,
100059895170001420,31,202606
100060579170000888,5,202607
100060739170001133,9,202607
100062954170000883,4,202607
100063685170001791,11,
100063686170002588,13,
100064012170001286,4,
100064204170000547,1,
100064212170000995,1,
100064230170001633,7,
100068001170000838,8,
100068001170000847,25,202606
100069969170000725,8,
100069977170001389,7,202605
100006740170001458,4000,202512
100059277170000102,1000,202602
100059897170001776,14,202609
100060639170002699,17,202606
100062954170000882,2,
100063653170001340,2000,202603
100063663170000836,2,
100063685170001781,22,
100063707170001661,4000,202604
100063982170001714,14,202607
100064230170001625,3,
100068001170000834,2000,202512
100068009170000303,2,
100068016170000175,4,
100084086170001142,3,
100111868170000255,3,
100006810170000803,1000,202605
100059279170000391,7,202607
100060512170002707,18,
100060648170000843,2,
100061489170003954,80,
100061489170003962,24,
100063663170000833,10,202606
100063686170002554,52,
100063686170002562,44,
100063686170002570,36,
100064106170002643,46,
100064212170000991,1,
100067997170000532,2,
100068009170000289,11,
100068009170000297,19,
100068125170000192,7,
100069964170000963,2000,202606
100060049170001291,5,202606
100060049170001299,5,202607
100061115170002180,1000,202512
100061961170001034,5,
100063663170000828,13,202605
100063685170001770,27,
100063920170000370,1,
100064212170000989,1000,202601
100064230170001616,12,
100064230170001624,20,
100068016170000170,7,
100059896170000832,17,202606
100060512170002689,27,202606
100060512170002698,21,
100063685170001764,29,
100064230170001608,23,
100065284170000823,6,202607
100068005170001560,8,202605
100063663170000826,14,202604
100063755170000934,8,
100064230170001590,31,
100064230170001598,3000,202509
100006870170000919,6000,202512
100059279170000387,9,202606
100059897170001752,12,
100059897170001760,15,
100061972170001675,18,
100061972170001683,7,
100064244170000348,1,
100059897170001736,28,202606
100060512170002685,8,
100062123170000488,2,
100063733170001121,9,202605
100063976170004579,5000,202510
100064012170001276,16,202606
100064012170001284,20,202605
100064230170001581,16,
100068000170000208,1,
100069960170000847,6,202607
100006500170001182,1,
100059897170001731,31,202606
100060610170001454,17,202605
100063904170001262,1,
100064117170001695,1,
100068003170000155,12,202601
100006035170000942,3,
100060512170002677,3000,202603
100063815170001173,5,202609
100063976170004577,1000,202510
100064117170001691,8,202605
100067962170001121,8,
100059897170001727,34,202606
100061972170001668,1,
100063815170001165,11,202606
100064125170001467,6,
100069957170000608,8,
100007006170000294,3,
100060512170002666,43,202605
100061489170003942,2,
100063815170001164,12,202606
100063686170002544,5,
100068016170000165,2,
100061972170001654,1,
100061972170001662,2,
100063686170002533,4,
100069969170000714,7,
100006880170000998,3,
100059897170001720,18,202607
100060934170000793,1,
100063686170002516,10,
100063686170002524,22,
100063748170001425,16,202604
100063748170001433,10,
100067962170001114,12,202606
100069957170000605,10,202609
100006470170001499,5,202602
100061819170000597,2000,202510
100064244170000343,4,
100006500170001180,2,
100059898170000379,2,
100064220170000251,15,202509
100064220170000275,3000,202511
100064220170000267,1,
100064220170000259,6000,202510
100064220170000283,3,202604
100006860170001483,2,
100061489170003935,3000,202601
100060512170002648,14,
100006125170002645,11000,202511
100068126170000081,1,
100064241170000676,5,
100006370170000611,1000,202512
100068018170000570,3000,202512
100006870170000903,3,
100064113170000441,2,
100006135170002619,1,
100067974170000203,1,
100060512170002645,3,
100061961170001032,1,
100006870170000897,7,
100006730170001100,1,
100060512170002639,29,
100061819170000594,4,
100063795170000968,2,
100064203170000337,2000,
100007006170000284,3,
100068018170000552,7,
100068018170000568,4000,202510
100051369170000918,3,
100063653170001317,15,
100063742170000517,1,
100064245170000358,5,
100060512170002633,16,
100061489170003929,4000,202601
100063663170000818,5,
100064160170001374,1000,202509
100006125170002641,3,
100061972170001651,6,202606
100007006170000143,16,202604
100060512170002631,17,
100063755170000929,4,
100064106170002636,8,
100063685170001745,3,
100007006170000167,12,
100007006170000151,7000,202508
100007006170000159,9,202607
100007006170000119,5000,202512
100007006170000103,15000,202509
100007006170000087,5,
100007006170000183,9000,202511
100007006170000127,23,202601
100007006170000191,5,
100007006170000071,8,
100007006170000175,12,
100084086170001126,3,
100006280170001897,4000,202512
100059887170000065,3,202512
100111868170000232,4,
100007006170000039,4,
100007006170000063,4000,202606
100061489170003915,1000,202509
100063884170001495,1000,202509
100006730170001053,1000,202602
100006870170000534,22,
100006730170000495,17000,202509
100061972170001091,1,
100064219170000935,41,202602
100006730170000600,4000,202510
100059897170000509,4000,202601
100063653170000866,10000,202509
100063653170000890,58,
100064113170000369,1000,202512
100063884170001335,8000,202509
100063884170001343,5000,202601
100064219170000688,5000,202508
100006870170000460,6000,
100064230170000874,2000,202509
100006980170000111,2000,202601
100006125170001984,4000,202511
100064114170000759,8,
100064114170000767,14,202609
100006370170000466,6,202607
100064100170000692,2000,202601
100061220170001149,19,
100006135170002554,3000,202508
100006860170001421,13,202606
100007001170001055,22,
100063843170000799,1000,
100006435170001012,9,
100063884170001346,2000,202601
100006159170000519,11000,202509
100064106170002450,16,
100006135170002556,3,202607
100063653170001208,1000,202603
100063884170001349,16,
100063884170001357,33,202602
100063884170001365,25,202605
100064113170000376,11,202606
100064113170000384,18,202603
100064113170000392,26,202511
100064114170000727,11,202605
100064127170001928,18,
100064117170001185,1000,202509
100006480170000784,2,
100064220170000074,13,202602
100064230170000752,12,202510
100064230170000925,9000,202509
100006125170002545,10,
100063742170000497,5,
100063904170001248,2000,202512
100063976170004473,64,
100067978170000262,7000,202509
100060512170002487,52,
100068004170000115,6000,202509
100068005170001136,2000,202510
100006525170000590,10,202603
100059896170000801,2000,202510
100064240170000376,1000,
100064241170000655,3000,202601
100064194170000560,1,
100069978170000168,13,202601
100006500170000909,2000,202512
100069967170001028,1000,202509
100006125170002528,34,202609
100006998170000111,1000,202601
100006485170000864,3000,202606
100006185170000630,8,202609
100063653170000752,6000,202601
100064160170001082,2000,202509
100064106170001742,11000,202601
100064204170000387,4000,202510
100059897170000525,29000,202508
100064127170001430,5000,202601
100067997170000295,2000,202601
100063733170000870,2000,202510
100060747170000240,4000,202509
100069967170000900,7000,202511
100059896170000477,2000,202512
100006120170000751,12,202601
100006120170000759,9,202605
100006740170000866,1000,202511
100007001170000285,14000,202510
100062954170000692,2,202606
100060643170000931,7,202605
100063653170000776,79,202606
100006780170000277,2000,202601
100064114170000604,11000,202509
100060579170000605,4000,202604
100064106170002382,45,
100064117170001217,3,202509
100063686170001498,5,
100063707170001263,19,
100063815170001004,13,
100063793170000686,6,
100063653170000850,5000,202511
100063976170002795,149,202510
100006159170000625,2000,202601
100064212170000619,14,
100059279170000156,1000,202511
100060512170001686,16000,202510
100063843170000589,25,
100064206170000675,6000,202509
100064204170000520,3000,202512
100006810170000429,1000,202512
100063748170001055,1,
100006480170001004,21000,202508
100064217170000786,2000,202512
100061949170000778,3,
100111868170000066,24,202601
100111868170000083,1000,202511
100006301170000618,11000,202510
100006730170000649,21000,202509
100006780170000231,1000,202510
100006860170001452,3,202606
100006995170000640,12,
100007001170000498,2000,202510
100068011170000204,4,
100007004170000080,8,
100007004170000123,5,
100006135170002559,7,
100060934170000790,1000,202605
100059887170000062,1000,
100060643170001213,1,
100006095170000885,10,
100067996170000411,12,202609
100006880170000950,12,202609
100059897170001672,4000,202602
100061972170001608,6,
100061972170001616,12,
100060049170000914,11,
100063653170001229,34,
100063653170001266,36,
100006260170001992,3,
100006810170000783,1,
100006155170001358,2,
100006335170001410,7,
100006525170000847,2,202604
100006880170000983,3,
100052806170000409,9,202609
100006317170001173,4,
100006810170000761,7000,202509
100063715170001092,2,
100006037170000040,1,
100006135170002590,1000,202603
100006385170002615,9,
100063734170001976,3,
100061220170001541,3,
100063734170001974,6,
100063748170001404,10,
100063748170001412,6,
100006435170001017,8,
100063815170001139,9,
100006385170002621,6,
100007002170000403,2,
100006485170001340,2,
100063815170001154,6,
100063843170000828,6,
100007001170001095,6,
100063843170000829,7,
100006480170001611,6,
100060512170002538,3000,202601
100063748170001414,2000,202602
100063884170001421,57,
100063884170001429,59,
100063884170001437,42,
100006155170001351,3,
100006740170001398,1000,202512
100063843170000819,10,
100063976170004523,19,202510
100064106170001729,17,
100006995170000437,17000,202508
100006125170001847,24000,202509
100064106170001760,76,202602
100064106170002453,17000,202510
100064108170000787,3,
100061961170000720,18,
100006095170001151,2,
100064125170001451,1000,202605
100060049170001272,3,
100063884170001445,35,
100064125170001457,2,
100006055170000720,1000,
100064164170000353,12,202512
100064117170001201,2000,202509
100063733170000830,4,202511
100006860170001429,12,202606
100006860170001437,5,
100006860170001445,8,
100007002170000392,4000,202510
100064158170000393,2,
100063653170001258,2000,202605
100064204170000535,4,
100006385170001911,21000,202509
100064207170000899,3000,202509
100064200170000903,2,
100061972170001040,23,
100064219170000834,13,202510
100064219170001330,11,
100060512170001528,115,202605
100006391170000364,2,
100063653170000653,24000,202510
100064232170000602,1,
100064241170000545,12,
100006280170001860,2000,202606
100006385170002602,14,202604
100006997170000407,1,
100060512170002507,12000,202509
100061220170001533,7,
100061489170003804,19000,202601
100063707170001645,5000,202603
100063884170001386,65,
100063982170001689,8,
100064244170000308,6,
100006185170000859,1,
100065284170000812,1000,
100064114170000646,5000,202601
100064114170000636,6000,202512
100006055170000785,8,
100063734170001535,10,
100063734170001543,5,
100063843170000646,10,
100006995170000478,1000,202604
100006470170001110,8,202609
100052806170000510,1,
100067962170000859,1000,202601
100006880170000963,6,
100059279170000369,1,
100059897170001680,5000,202601
100061489170003773,57,202606
100061972170001617,3000,202601
100063795170000945,2,
100067962170001092,3,202605
100006470170001471,6,202609
100006125170002557,2000,202602
100061489170003758,45000,202510
100061489170003766,48000,202509
100063707170001612,2,
100064230170001502,8000,
100064230170001510,7,
100006120170001091,4,202604
100006385170002619,2000,202601
100067969170000990,4,
100006035170000940,1,
100067969170000992,2,
100006385170001839,40,202605
100064219170001291,10,
100067976170000287,3,
100060512170001613,4000,202601
100064114170000711,6,
100067996170000306,8000,202508
100060512170002459,57,
100006135170002561,6,
100067996170000659,12,
100067962170000843,10,
100061115170001633,26,
100064106170001812,49,
100064208170000866,4000,202510
100064204170000526,2000,202511
100068001170000810,10,
100006385170002605,6,
100006880170000974,6,
100064206170000885,4000,202508
100006810170000777,5,202603
100059896170000807,1000,202601
100060697170000896,2,
100061961170001021,7,
100063750170000641,4,
100063884170001398,2000,202602
100063976170004514,25000,202508
100064113170000406,7,202601
100064204170000528,5,
100064219170000910,14,
100064219170001325,7,
100068004170000103,2000,202601
100063686170002382,58,
100007002170000394,7,
100064127170001935,4,
100068005170001532,1,
100006335170001384,1000,202601
100063685170001674,12,
100068005170001540,12,202605
100006125170002568,12,202608
100006159170000885,8,
100060579170000882,2,
100063884170001412,61,
100067996170000679,7,
100067997170000517,4,
100068005170001544,9,
100006997170000196,5000,202604
100063734170001383,3,202602
100006301170000898,4000,202604
100060639170002664,6,
100060639170002672,1,
100061220170001528,10,
100063685170001691,7,
100063707170001629,12,
100063976170004496,34,
100068009170000254,5000,202509
100068011170000194,8000,
100061972170001626,3000,
100068011170000533,2,
100006135170002582,4,
100006962170000189,1000,202512
100061489170003787,11,
100063685170001693,8000,
100063707170001637,6,
100064245170000332,1000,
100068016170000135,14,202606
100063686170002426,33000,202509
100063686170002434,13000,
100006280170001842,15,
100006280170001850,1000,202608
100061220170001518,13,
100068005170001534,8,
100061972170001598,28,
100063663170000781,2000,
100063742170000502,3,
100064012170001266,2,
100064106170002463,15000,202510
100064111170000251,3,
100064212170000956,2,
100064230170001487,11,
100067974170000195,1,
100069827170000910,1000,202510
100064100170000650,8,
100060610170000997,8000,202509
100006780170000428,4,202606
100059895170001375,1,
100061949170001045,1,
100063734170001967,2,
100064012170001262,5,
100064209170000421,4000,202508
100064244170000317,11,202511
100069960170000829,6,
100006980170000202,3,
100060049170001257,2000,202603
100061220170001520,2000,202601
100064203170000324,2000,202509
100067996170000661,8,202605
100069960170000831,2,
100064127170001031,7000,202508
100060512170002489,51,
100069964170000939,6000,202509
100007001170000454,12000,202510
100006125170001661,19000,202510
100006880170000642,11,
100064106170001829,58,202603
100064106170001837,19,202604
100064230170001022,18,
100061972170001140,2000,
100069967170001071,17,202608
100111868170000101,20,202603
100006730170000689,2000,202601
100061489170002728,19,
100063685170001283,24,
100059895170000896,7,
100060639170002327,17,
100006493170000615,4,
100069967170001088,11,
100061220170001198,9,
100063653170000858,22,
100063884170001152,6000,202604
100006493170000799,2,
100064113170000417,4,
100069967170001333,3,202602
100064106170001443,7000,202601
100063748170000914,3000,202509
100006870170000568,1000,
100006385170001968,21,202607
100063903170000391,1000,202509
100064209170000442,2000,202603
100064219170001347,7,
100069969170000676,2000,202509
100006810170000437,4000,202509
100006260170001526,6000,202509
100059896170000485,12000,202511
100069960170000559,2,202601
100064207170000894,5,
100059897170001687,4,
100060739170001110,3,
100062954170000871,2,
100063884170001399,17000,202509
100063982170001691,6,
100067962170001101,11,
100068003170000124,9,202609
100068003170000133,5,202605
100069977170001364,13,
100006493170000795,4,
100060512170002506,19,
100063653170001254,39,
100063795170000947,1,202511
100063884170001379,11000,202510
100069969170000684,4,
100006135170002605,2,
100006125170002583,22,
100006125170002591,29,
100063653170001275,32,
100064219170001355,4,
100060512170002495,22,
100063884170001371,11,
100006120170000784,1000,202601
100006385170001831,2000,202604
100063976170003242,26000,202508
100061489170002466,2000,202601
100061220170001093,2000,202601
100006095170000826,5000,
100061115170001551,44,202602
100061972170001157,4000,202509
100063733170000902,9,202607
100069964170000732,1000,202601
100069977170001210,2,202601
100064117170001323,12,
100006135170002565,2000,202603
100006385170002583,6000,202512
100006730170001034,12,202609
100006995170000644,1,
100064127170001946,14,
100006790170000503,2000,202602
100006185170000862,1000,202602
100006280170001869,2,
100006470170001483,1000,202605
100063843170000821,8,
100006997170000419,2,
100006125170001652,28000,202509
100006125170001644,66,202512
100084086170000685,12,
100059889170000041,1000,
100084086170000750,4000,202511
100064230170001474,43,
100068016170000104,12000,202509
100006280170001856,4000,202601
100007001170001069,20,
100061220170001521,1000,202601
100063653170001239,33,
100063815170001150,2,
100064245170000328,8,
100084086170001085,15,
100006335170001385,3,
100006385170002596,4000,202603
100061489170003742,50000,202509
100061489170003750,53000,202509
100063685170001681,10,
100064127170001950,5000,202601
100084086170001091,2000,
100006391170000370,2000,
100064111170000256,1,
100064117170001672,4,202604
100064212170000968,1,
100069960170000834,5,
100084086170001100,2,
100111868170000217,11,
100006880170000967,2,
100006095170001144,7,
100060512170002504,10000,202509
100061220170001527,10,
100062954170000870,1,
100063686170002406,47,
100063755170000923,2,
100064106170002484,14,
100067962170001093,13,
100006999170000277,13,202609
100060610170001095,21,202609
100006860170001117,5000,202511
100063748170001082,18,
100006385170001903,32,202607
100006185170000869,15,202603
100006317170001200,4,
100006120170000662,12000,202509
100068009170000101,1000,202509
100052806170000461,9,
100059897170001078,5000,202509
100006740170000898,4,202512
100060512170001734,142,202512
100006480170001145,9,
100061220170001141,6000,202510
100059895170000591,36,202609
100006155170000856,3000,
100006999170000219,8000,202509
100059897170001708,12,
100060512170002611,40,
100006760170001422,1,
100061220170001551,2,
100061489170003846,19,
100061972170000944,25,
100006205170000602,7000,202509
100006260170002001,12,
100059896170000824,3000,202512
100060512170002621,36,
100061972170001646,2000,
100068001170000371,12000,202508
100059896170000501,6000,202512
100064219170000919,48,202601
100063653170000768,2000,
100006810170000790,3,
100060610170001442,1,
100061489170003838,18,
100069827170000745,1000,202509
100006485170001009,15,
100006485170000993,24,202609
100006485170001001,21,202609
100006997170000179,11000,202509
100006125170002624,5,
100063685170001711,12,
100006125170002615,11,
100006760170001407,13,
100006760170001415,9,
100063715170001109,1,
100063733170001118,9,
100064127170001405,27,
100063734170001375,23,202609
100063755170000623,6,202510
100006730170000657,5000,202511
100063843170000572,9000,202510
100070657170000501,2000,202601
100006155170001364,1,
100061489170003827,17000,202601
100061489170003835,13000,
100063976170004529,51,
100006385170001683,16000,202510
100006730170001031,5000,202602
100064106170002426,61,
100007001170001047,1000,202511
100064106170002597,6,
100064106170002605,12,
100064106170002616,1,
100064106170002624,8,
100064106170002626,3,
100064106170002630,6,
100006500170001176,3,
100061489170003898,2000,
100061489170003906,6,
100064106170002633,2,
100061115170002174,4,
100064108170000803,1000,
100063734170001279,32,202604
100060747170000299,2000,202511
100006155170000828,8000,202509
100064152170000455,14,202605
100064117170001100,3000,202509
100006870170000477,16000,202509
100006215170000159,1000,
100006740170000795,36,202601
100006335170000946,20,202605
100006335170000922,30,202603
100006335170000930,36,202602
100006335170000914,25,202604
100067996170000254,21000,202511
100063653170001194,45,
100064117170001646,8,
100063843170000791,17,
100059896170000341,4000,202508
100006500170000822,6000,202510
100063793170000540,5000,202604
100063734170001351,25,202607
100064114170000695,7000,202511
100064127170001438,1000,
100063793170000694,17,
100064127170001518,6000,202509
100064106170001846,26,
100063653170000874,69,
100064152170000532,1000,202609
100006185170000527,1,
100064111170000094,2000,202511
100064117170001048,9000,202509
100006790170000109,10000,202509
100064204170000544,1000,202512
100006870170000892,15000,202510
100063663170000806,8,
100060512170002585,18000,202510
100063663170000802,13,
100063686170002464,33,
100064106170002547,34,
100007001170000470,4000,202510
100006370170000400,5,202608
100006260170001388,11000,202509
100006135170001822,14000,202509
100006185170000571,8000,202509
100006345170000565,2000,202509
100060512170002594,44,
100061489170003885,1000,
100064106170002559,28,
100064209170000407,13,
100064209170000461,1000,
100064211170000120,1000,202511
100007001170000603,11,
100006260170001973,2000,202509
100063976170004464,72,
100063976170004456,78,
100063748170001383,2,
100006125170002627,12000,202511
100006997170000423,3000,202510
100060512170002591,45,
100061489170003874,6000,
100063685170001744,5,
100063686170002495,6000,202601
100064212170000982,3,
100006997170000147,1000,
100006391170000282,2000,202509
100064219170000869,5000,202601
100061972170001116,37,
100064219170001366,4,
100064222170000225,1,
100064230170000841,6000,202601
100064230170000957,18000,202511
100059897170000493,20000,202510
100006995170000470,3000,202602
100006880170000658,10,
100064230170001046,33,
100006485170001050,6,
100006485170001058,1000,202602
100064127170001526,8000,202508
100064127170001534,21,
100061489170002753,27000,202603
100061489170002762,47000,
100006470170001118,2000,202601
100060512170001898,40,
100064219170001300,25,202603
100063685170001626,15000,202512
100061972170001568,12,202604
100063686170002357,16,202603
100064208170001089,3,
100063748170001375,1000,202512
100064117170001662,3,
100064244170000301,4000,
100061489170003854,15,
100064230170001523,10,
100007001170001103,6,
100063653170001288,27,
100063884170001456,22,
100063884170001464,16,
100064106170002526,43,
100064230170001525,6000,202511
100006740170001420,9,
100063685170001722,2000,202602
100064117170001677,1,
100064230170001534,5000,
100006385170002673,2,
100060512170002576,14,
100064230170001536,5,
100060739170001121,1,
100064230170001543,40,
100063686170002477,37,
100063686170002485,34,
100064230170001553,11,
100064230170001562,2,
100006730170001088,8000,202511
100064240170000385,1,
100063976170004432,42,
100064244170000334,10,
100006740170001442,3,202512
100063748170001422,1000,202509
100063976170004568,4,202603
100064244170000335,5,
100063663170000808,8,
100064244170000336,20,202605
100064244170000338,9,
100006385170001766,59,202512
100063884170001472,7,202604
100063976170004538,45,
100063982170001699,4,
100064245170000345,1000,202511
100006870170000879,1000,
100061972170001637,13,
100063685170001714,4,
100064245170000346,8,
100006870170000880,8,
100063663170000793,12,
100063685170001718,7000,202601
100063976170004547,38,
100064245170000348,1000,202509
100006525170000852,4,
100065284170000813,1,
100067970170000112,2000,202510
100063793170000516,2000,202607
100064200170000567,11,202606
100063685170001019,11000,
100006810170000333,7000,202509
100006780170000425,2000,202510
100059875170001514,1000,202512
100068016170000095,3000,202604
100006993170000206,3000,202509
100067974170000120,5,
100060632170000633,8,
100067978170000171,6,202603
100061115170001500,5,202601
100063715170000714,14,202606
100063715170000706,15,202606
100006260170001605,6,202606
100062954170000725,3,
100064212170000684,2000,202510
100069964170000740,6,
100063733170000910,2000,202601
100063733170000804,30,202603
100006120170000679,14000,202509
100068001170000793,18,
100063815170001131,1000,202509
100006870170000888,4,
100061819170000588,2,
100064113170000433,3,202603
100068001170000826,3,
100061489170003819,36,
100063742170000506,3,
100063815170001158,4,
100068005170001550,4,
100006860170001125,7000,202510
100006760170000867,2000,202512
100064117170001315,10,
100063686170001747,68,
100063793170000661,30,
100063793170000669,3,
100067962170000851,11,202609
100064100170000716,8,
100064217170000834,6,
100063653170000826,25,
100068001170000496,11,202606
100068004170000057,5,202603
100059897170000940,9,
100063976170003694,11000,202510
100063976170003702,51,202606
100063976170003710,47,
100063976170003718,68,202601
100063976170003726,61,202603
100063976170003734,8000,202511
100063976170003750,5000,202509
100064206170000720,4,
100006335170001028,6,
100063755170000521,1000,202510
100069960170000481,1000,202510
100064219170000850,19,
100060610170001029,7000,202510
100063973170000725,1,
100068005170001553,4,
100059897170001030,40,202607
100068009170000260,4000,202601
100063843170000831,7,
100068009170000266,8,
100006880170000544,22,202604
100006385170001742,12000,202511
100064127170001348,16000,202510
100063733170000846,28,202604
100063685170001208,51,202602
100060512170001747,89,
100064113170000277,1,202509
100068011170000500,1000,
100006480170001561,7,
100006260170001957,22,202609
100006260170001965,26,202606
100006280170001789,12000,202510
100061489170003655,22000,202604
100006730170001015,11000,202508
100063733170001099,3000,202511
100069977170001345,1000,202510
100061115170002125,5,
100061115170002133,11,
100061115170002141,18,
100067978170000256,1,202604
100068016170000075,9000,202603
100006740170001423,7,
100059895170001403,1,
100068016170000147,14000,202509
100006480170001622,4,
100063686170002469,28,
100068016170000153,5,
100006999170000505,2,
100068018170000541,14,202602
100006265170000074,1,
100067962170001105,2,
100006155170001373,5,
100061489170003866,13,
100063686170002454,15000,
100063795170000964,2,
100063884170001485,3,
100068011170000539,3,
100007004170000134,6000,202511
100063685170001734,4000,202601
100068125170000084,4000,202511
100063734170001287,2000,202510
100067969170000515,3000,202509
100068125170000108,2000,202511
100006280170001887,7,
100007003170000171,1,
100064106170002580,9000,
100064106170002588,16,
100068009170000278,1000,202510
100061819170000392,10,
100069957170000209,7,202606
100006999170000253,19,202604
100068126170000029,5,
100063793170000934,6,
100064114170000974,4,
100068126170000076,1000,202511
100006205170000871,5,
100006301170000590,15000,202509
100006155170000944,13,202604
100063707170001050,9000,202512
100006125170001730,75,202511
100063843170000548,12000,202509
100069960170000433,34,202512
100007001170000478,16000,202509
100069960170000449,4000,202510
100006790170000058,4000,202603
100064125170000878,3000,202510
100006730170000532,34,202601
100068005170000894,38,202601
100064206170000624,13,202602
100067969170000430,6000,202511
100069960170000457,30,202603
100063750170000459,17,202512
100064125170001100,11,
100061220170001174,15,
100063685170001266,12000,202510
100006790170000287,7,
100069967170001063,14,202603
100064117170001307,13,
100068018170000490,5,202604
100064114170000775,5,
100061220170001206,4000,202601
100063972170000517,16,202606
100063976170003766,89,202606
100061115170001697,24,202608
100069960170000620,3,
100006470170001126,10,
100060579170000677,2,
100068001170000520,9,
100069967170001104,8,
100064106170002573,2000,
100068001170000831,2000,202511
100069964170000958,1,
100064212170000513,35,202602
100068005170000910,30,202604
100060049170000774,18000,202509
100064217170000689,8000,202511
100069960170000465,3000,202510
100061115170001567,33,202605
100006370170000449,3000,202512
100063733170000862,8000,202509
100068005170001161,1000,202511
100064212170000627,1000,202601
100061972170000952,1000,
100064219170000877,1000,
100069969170000692,2,
100064200170000627,6,
100061961170000712,22,202609
100068005170000958,23,202606
100069977170001149,1,
100060632170000542,9000,202508
100060639170002636,6,
100068001170000802,2000,202511
100006485170001332,3,
100006135170002543,4,202607
100006335170001377,9,
100070657170000718,3,
100068125170000132,16,202606
100061489170003739,51000,
100063982170001685,1000,
100064127170001948,36,202605
100068016170000125,6,
100061819170000589,5000,202509
100068018170000498,3,
100006260170001987,5,202604
100006317170001187,6,
100006880170000976,1000,202602
100059897170001690,2,
100060697170000901,1,
100060934170000789,2,
100063715170001087,5,
100063976170004515,52,
100067996170000671,1000,202601
100059895170000925,38,202609
100064152170000508,10,
100063972170000686,7,
100006095170001131,13,
100060610170001409,5,
100061489170003687,29000,
100064164170000521,2,
100068125170000124,9000,202509
100052222170002315,1000,202512
100063734170001966,2,
100068011170000544,6,
100068125170000177,9,202609
100006385170002651,7,
100006385170002659,15,
100006385170002634,6,
100006385170002642,12,
100059896170000815,7,
100064127170001970,2,
100006525170000861,1,
100064160170001373,1000,202509
100061489170003863,7000,
100063795170000963,2,
100068018170000482,5,
100064012170001013,3,
100006999170000293,7,
100060512170001769,16000,202512
100064245170000241,20,202605
100064217170000794,2000,202603
100007003170000077,2000,202602
100006790170000504,5,202604
100061115170001435,7000,202510
100059279170000115,2000,202606
100006155170000936,4000,202510
100006317170000834,6000,202510
100006159170000641,12,
100063982170001439,11,
100064164170000396,10,
100064117170001259,37,202607
100060610170001135,7,
100059895170000814,4000,202508
100065284170000800,2,
100063685170001658,18,
100084086170001066,12,
100111868170000204,15,
100063653170000785,8000,202601
100061489170002589,11,
100064108170000694,7000,202510
100070657170000525,1000,202602
100006500170000943,1000,202602
100084086170000793,18,
100052806170000642,3,
